window_index,t_window,split,quant_prev_-1,quant_prev_0,quant_prev_1
56,1458604800.0,test,0.0,1.0,0.0
57,1458691200.0,test,0.0,0.6094959468519534,0.3905040531480466
58,1458777600.0,test,0.0,0.9400263207369806,0.0599736792630193
59,1458864000.0,test,0.0,0.5964096141229797,0.4035903858770203
60,1458950400.0,test,0.0,1.0,0.0
61,1459036800.0,test,0.0,1.0,0.0
62,1459123200.0,test,0.0,0.9846382556987116,0.0153617443012884
63,1459209600.0,test,0.0,0.7698229407236336,0.2301770592763664
64,1459296000.0,test,0.0,0.9044846720640408,0.0955153279359592
65,1459382400.0,test,0.0,0.5005284082331035,0.4994715917668965
66,1459468800.0,test,0.0,1.0,0.0
67,1459555200.0,test,0.0,0.6322381795527575,0.3677618204472424
68,1459641600.0,test,0.0,1.0,0.0
69,1459728000.0,test,0.0,0.7836376459525115,0.2163623540474884
70,1459814400.0,test,0.0,0.8644536652835407,0.1355463347164592
71,1459900800.0,test,0.0,0.5,0.5
72,1459987200.0,test,0.0,0.8873114463176575,0.1126885536823425
73,1460073600.0,test,0.0,0.556049822064057,0.443950177935943
74,1460160000.0,test,0.0,1.0,0.0
75,1460246400.0,test,0.0,1.0,0.0
76,1460332800.0,test,0.0,1.0,0.0
77,1460419200.0,test,0.0,1.0,0.0
78,1460505600.0,test,0.0,0.6905600441958428,0.3094399558041572
79,1460592000.0,test,0.0,1.0,0.0
80,1460678400.0,test,0.0,0.8334027835652972,0.1665972164347029
81,1460764800.0,test,0.0,1.0,0.0
82,1460851200.0,test,0.0,0.7157683773530885,0.2842316226469115
83,1460937600.0,test,0.0,1.0,0.0
84,1461024000.0,test,0.0,1.0,0.0
85,1461110400.0,test,0.0,1.0,0.0
86,1461196800.0,test,0.0,1.0,0.0
87,1461283200.0,test,0.3333333333333333,0.3333333333333333,0.3333333333333333
88,1461369600.0,test,0.3333333333333333,0.3333333333333333,0.3333333333333333
89,1461456000.0,test,0.0,1.0,0.0
90,1461542400.0,test,0.0,0.5018820577164366,0.4981179422835633
91,1461628800.0,test,0.0,0.6155361319709467,0.3844638680290533
92,1461715200.0,test,0.0,0.5079752108097125,0.4920247891902875
93,1461801600.0,test,0.0,0.9433072351664936,0.0566927648335062
94,1461888000.0,test,0.0,1.0,0.0
95,1461974400.0,test,0.0,1.0,0.0
96,1462060800.0,test,0.0,1.0,0.0
97,1462147200.0,test,0.0,1.0,0.0
98,1462233600.0,test,0.3333333333333333,0.3333333333333333,0.3333333333333333
99,1462320000.0,test,0.0,1.0,0.0
100,1462406400.0,test,0.0,1.0,0.0
101,1462492800.0,test,0.0,1.0,0.0
102,1462579200.0,test,0.0,1.0,0.0
103,1462665600.0,test,0.0,1.0,0.0
104,1462752000.0,test,0.0,1.0,0.0
105,1462838400.0,test,0.3333333333333333,0.3333333333333333,0.3333333333333333
106,1462924800.0,test,0.3333333333333333,0.3333333333333333,0.3333333333333333
107,1463011200.0,test,0.3333333333333333,0.3333333333333333,0.3333333333333333
108,1463097600.0,test,0.0,1.0,0.0
109,1463184000.0,test,0.0,1.0,0.0
110,1463270400.0,test,0.3333333333333333,0.3333333333333333,0.3333333333333333
111,1463356800.0,test,0.0,1.0,0.0
112,1463443200.0,test,0.0,1.0,0.0
113,1463529600.0,test,0.0,1.0,0.0
114,1463616000.0,test,0.3333333333333333,0.3333333333333333,0.3333333333333333
115,1463702400.0,test,0.0,0.9460624640735772,0.0539375359264226
116,1463788800.0,test,0.3333333333333333,0.3333333333333333,0.3333333333333333
117,1463875200.0,test,0.3333333333333333,0.3333333333333333,0.3333333333333333
118,1463961600.0,test,0.3333333333333333,0.3333333333333333,0.3333333333333333
119,1464048000.0,test,0.3333333333333333,0.3333333333333333,0.3333333333333333
120,1464134400.0,test,0.0,1.0,0.0
121,1464220800.0,test,0.3333333333333333,0.3333333333333333,0.3333333333333333
122,1464307200.0,test,0.0,1.0,0.0
