window_index,t_window,split,quant_prev_-1,quant_prev_0,quant_prev_1
104,1462752000.0,test,0.0,0.4165122796100101,0.5834877203899899
105,1462838400.0,test,0.0,1.0,0.0
106,1462924800.0,test,0.0,1.0,0.0
107,1463011200.0,test,0.0,1.0,0.0
108,1463097600.0,test,0.0,1.0,0.0
109,1463184000.0,test,0.0,1.0,0.0
110,1463270400.0,test,0.0,1.0,0.0
111,1463356800.0,test,0.0,0.7784885948210517,0.2215114051789482
112,1463443200.0,test,0.0,0.0,1.0
113,1463529600.0,test,0.0,0.0,1.0
114,1463616000.0,test,0.0,0.4469741898523044,0.5530258101476956
115,1463702400.0,test,0.0,0.7784885948210517,0.2215114051789482
116,1463788800.0,test,0.0,1.0,0.0
117,1463875200.0,test,0.0,1.0,0.0
118,1463961600.0,test,0.0,1.0,0.0
119,1464048000.0,test,0.0,0.4744132854228024,0.5255867145771976
120,1464134400.0,test,0.0,0.4165122796100101,0.5834877203899899
121,1464220800.0,test,0.0,0.7281584990474339,0.2718415009525661
122,1464307200.0,test,0.0,1.0,0.0
