window_index,t_window,split,quant_prev_-1,quant_prev_0,quant_prev_1
113,1463529600.0,test,0.0,0.5,0.5
114,1463616000.0,test,0.0,0.4990230950353189,0.5009769049646812
115,1463702400.0,test,0.0,0.5,0.5
116,1463788800.0,test,0.0,0.7971303308090874,0.2028696691909127
117,1463875200.0,test,0.0,1.0,0.0
118,1463961600.0,test,0.0,0.5,0.5
119,1464048000.0,test,0.0,0.5,0.5
120,1464134400.0,test,0.0,0.5,0.5
121,1464220800.0,test,0.0,0.5,0.5
122,1464307200.0,test,0.0,1.0,0.0
