window_index,t_window,split,quant_prev_-1,quant_prev_0,quant_prev_1
64,1459296000.0,test,0.0,1.0,0.0
65,1459382400.0,test,0.0,1.0,0.0
66,1459468800.0,test,0.0,1.0,0.0
67,1459555200.0,test,0.0,1.0,0.0
68,1459641600.0,test,0.0,1.0,0.0
69,1459728000.0,test,0.0,1.0,0.0
70,1459814400.0,test,0.0,1.0,0.0
71,1459900800.0,test,0.0,0.9679036199307552,0.0320963800692446
72,1459987200.0,test,0.0,1.0,0.0
73,1460073600.0,test,0.0,1.0,0.0
74,1460160000.0,test,0.0954194184230735,0.9045805815769266,0.0
75,1460246400.0,test,0.0,1.0,0.0
76,1460332800.0,test,0.0,1.0,0.0
77,1460419200.0,test,0.0,1.0,0.0
78,1460505600.0,test,0.0,1.0,0.0
79,1460592000.0,test,0.0750670867606102,0.92493291323939,0.0
80,1460678400.0,test,0.0,1.0,0.0
81,1460764800.0,test,0.0,1.0,0.0
82,1460851200.0,test,0.1501822097968046,0.8498177902031955,0.0
83,1460937600.0,test,0.0,1.0,0.0
84,1461024000.0,test,0.0,1.0,0.0
85,1461110400.0,test,0.0,1.0,0.0
86,1461196800.0,test,0.0,1.0,0.0
87,1461283200.0,test,0.0,1.0,0.0
88,1461369600.0,test,0.0,1.0,0.0
89,1461456000.0,test,0.0,1.0,0.0
90,1461542400.0,test,0.0,0.7948016662042499,0.20519833379575
91,1461628800.0,test,0.0,1.0,0.0
92,1461715200.0,test,0.0,0.9269422183463892,0.0730577816536107
93,1461801600.0,test,0.0,1.0,0.0
94,1461888000.0,test,0.0,1.0,0.0
95,1461974400.0,test,0.0,1.0,0.0
96,1462060800.0,test,0.0,1.0,0.0
97,1462147200.0,test,0.0,1.0,0.0
98,1462233600.0,test,0.0,1.0,0.0
99,1462320000.0,test,0.0,1.0,0.0
100,1462406400.0,test,0.0,1.0,0.0
101,1462492800.0,test,0.0,1.0,0.0
102,1462579200.0,test,0.0,1.0,0.0
103,1462665600.0,test,0.0,1.0,0.0
104,1462752000.0,test,0.0,1.0,0.0
105,1462838400.0,test,0.0,1.0,0.0
106,1462924800.0,test,0.0,1.0,0.0
107,1463011200.0,test,0.0,1.0,0.0
108,1463097600.0,test,0.0,1.0,0.0
109,1463184000.0,test,0.0,1.0,0.0
110,1463270400.0,test,0.0,1.0,0.0
111,1463356800.0,test,0.0,1.0,0.0
112,1463443200.0,test,0.0,1.0,0.0
113,1463529600.0,test,0.0,1.0,0.0
114,1463616000.0,test,0.0,1.0,0.0
115,1463702400.0,test,0.0,1.0,0.0
116,1463788800.0,test,0.0,1.0,0.0
117,1463875200.0,test,0.0,1.0,0.0
118,1463961600.0,test,0.0,1.0,0.0
119,1464048000.0,test,0.0,1.0,0.0
120,1464134400.0,test,0.0,1.0,0.0
121,1464220800.0,test,0.0,1.0,0.0
122,1464307200.0,test,0.0,1.0,0.0
